V 0 :0.993261 -0.0860012 -0.0776987 -0.0833676 -0.0644111 -0.994435 0.0805179 0.994211 -0.0711468 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.995821 -0.0481515 0.0776014 0.05576 -0.993518 0.0990653 0.0723282 0.102978 0.99205 ,0.00698032 0.0259224 -0.0703598 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,0.0463182 0.00340709 0.0696725 ,19.3055
E 489 483 :0.955225 0.0435948 -0.292653 -0.0445555 0.999001 0.00338561 0.292508 0.00980526 0.956213 ,0.428141 -0.818816 -3.88908 
E 489 484 :0.970131 0.0173985 -0.241956 -0.0198756 0.999772 -0.00780033 0.241765 0.0123764 0.970256 ,0.307716 -0.70794 -3.3241 
E 495 494 :0.999663 0.0253937 0.0053132 -0.0254464 0.999625 0.0100897 -0.005055 -0.0102215 0.999935 ,-0.0118852 -0.134621 -0.676978 
E 495 493 :0.998384 0.0157869 0.0545989 -0.01474 0.999701 -0.0195233 -0.0548907 0.018687 0.998317 ,0.0373883 -0.287795 -1.37117 
E 495 492 :0.999424 -0.0115193 -0.0319216 0.0118195 0.999888 0.00923055 0.0318117 -0.00960253 0.999448 ,0.0204455 -0.419935 -2.0673 
E 495 491 :0.999173 -0.00309516 -0.0405444 0.00405608 0.999712 0.0236397 0.0404596 -0.0237846 0.998898 ,0.0772446 -0.539818 -2.76864 
E 495 490 :0.990475 -0.0478179 -0.129126 0.0545475 0.997304 0.0490915 0.126431 -0.0556674 0.990412 ,0.079643 -0.675706 -3.39 
E 495 489 :0.974672 -0.104884 -0.197521 0.104829 0.994432 -0.0107642 0.19755 -0.0102143 0.98024 ,0.156206 -0.843867 -4.07062 
E 495 487 :0.940479 -0.0768258 -0.331055 0.0564227 0.995892 -0.0708214 0.335136 0.0479269 0.94095 ,0.424982 -1.11676 -5.26025 
E 491 490 :0.994992 -0.0459854 -0.0887486 0.048459 0.998489 0.0259205 0.0874225 -0.0300914 0.995717 ,-0.023295 -0.121077 -0.623991 
E 491 489 :0.982284 -0.101177 -0.157741 0.0970832 0.994714 -0.0334644 0.160293 0.0175575 0.986913 ,0.024985 -0.273238 -1.31093 
E 491 488 :0.970772 -0.132274 -0.200263 0.114679 0.988646 -0.097095 0.210832 0.0712911 0.974919 ,0.100915 -0.435719 -1.93336 
E 491 487 :0.953489 -0.0707837 -0.292998 0.0455245 0.994703 -0.0921564 0.29797 0.0745316 0.951661 ,0.244301 -0.518589 -2.5166 
E 491 486 :0.934974 -0.0812355 -0.345289 0.0662372 0.996285 -0.0550369 0.348477 0.0285871 0.936881 ,0.444046 -0.619162 -3.2562 
E 491 485 :0.893772 -0.0809364 -0.441159 0.0767651 0.996675 -0.0273299 0.441904 -0.00943894 0.897013 ,0.672581 -0.730626 -3.95857 
E 490 489 :0.996082 -0.0509324 -0.0722943 0.0469423 0.997335 -0.0558576 0.0749465 0.0522451 0.995818 ,-0.0193897 -0.133481 -0.69223 
E 490 488 :0.989899 -0.07747 -0.118735 0.0635204 0.99109 -0.117076 0.126747 0.108351 0.986 ,-0.00612717 -0.280478 -1.32294 
E 490 487 :0.976969 -0.0157111 -0.2128 -0.00735724 0.994212 -0.10718 0.213253 0.106277 0.971199 ,0.0815359 -0.352266 -1.91855 
E 490 486 :0.963966 -0.0300505 -0.264322 0.0126558 0.997655 -0.0672675 0.265723 0.0614984 0.962086 ,0.21075 -0.439617 -2.67532 
E 490 485 :0.931648 -0.0330584 -0.361855 0.0222511 0.999174 -0.033994 0.36268 0.0236188 0.931615 ,0.371336 -0.540286 -3.39786 
E 496 495 :0.999334 0.023859 0.0276006 -0.0233624 0.999562 -0.0181785 -0.0280223 0.0175216 0.999454 ,-0.0317641 -0.0969702 -0.68204 
E 496 494 :0.998251 0.0489448 0.0331492 -0.0486979 0.99878 -0.00821624 -0.0335109 0.00658757 0.999417 ,-0.0655384 -0.218948 -1.36067 
E 496 493 :0.995852 0.040144 0.0816509 -0.0370604 0.998554 -0.0389383 -0.083096 0.0357508 0.9959 ,-0.0391124 -0.360586 -2.05855 
E 496 492 :0.999919 0.0120797 -0.0040947 -0.0121129 0.999893 -0.00819623 0.00399526 0.00824516 0.999958 ,-0.0784104 -0.479619 -2.75615 
E 496 491 :0.999721 0.0201026 -0.0123832 -0.0200243 0.999779 0.00641806 0.0125094 -0.0061683 0.999903 ,-0.0438667 -0.588027 -3.46079 
E 496 490 :0.994606 -0.0255278 -0.100533 0.0290854 0.998996 0.0340825 0.0995619 -0.0368227 0.99435 ,-0.0618621 -0.712615 -4.08426 
E 496 489 :0.981976 -0.0813697 -0.170591 0.078421 0.996632 -0.0239643 0.171966 0.0101544 0.98505 ,-0.00814788 -0.870119 -4.7696 
E 496 487 :0.950449 -0.0516908 -0.306554 0.0283339 0.996379 -0.0801612 0.309588 0.0675032 0.948472 ,0.221104 -1.12754 -5.97089 
E 496 488 :0.970196 -0.113245 -0.214231 0.0965681 0.991534 -0.0868063 0.222248 0.0635312 0.972918 ,0.0722023 -1.03808 -5.39001 
E 493 492 :0.995888 -0.025712 -0.0868665 0.0281882 0.999227 0.0274005 0.0860948 -0.0297364 0.995843 ,0.0232436 -0.145377 -0.693307 
E 493 491 :0.995277 -0.0165204 -0.0956576 0.0205848 0.99892 0.0416589 0.094866 -0.0434313 0.994542 ,0.120215 -0.277434 -1.38802 
E 493 490 :0.98113 -0.0593852 -0.184006 0.0725303 0.99521 0.0655462 0.179232 -0.0776553 0.980737 ,0.158719 -0.424854 -2.00556 
E 493 489 :0.960707 -0.118812 -0.250849 0.123876 0.992288 0.00443846 0.248387 -0.0353382 0.968016 ,0.274997 -0.604475 -2.67756 
E 493 487 :0.919731 -0.0940118 -0.381126 0.0775158 0.995277 -0.058443 0.38482 0.0242086 0.922674 ,0.612661 -0.895272 -3.84518 
E 493 488 :0.944125 -0.154801 -0.290971 0.143322 0.987825 -0.0604983 0.296794 0.0154155 0.954817 ,0.412792 -0.791146 -3.28233 
E 494 493 :0.9987 -0.00975166 0.0500308 0.0111792 0.999536 -0.0283338 -0.0497313 0.0288563 0.998346 ,0.0566637 -0.144769 -0.695432 
E 494 492 :0.998626 -0.0369104 -0.0371979 0.036869 0.999318 -0.00179934 0.037239 0.000425421 0.999306 ,0.0466081 -0.270175 -1.39294 
E 494 491 :0.998529 -0.028413 -0.0461817 0.0290137 0.999502 0.0123911 0.0458067 -0.0137127 0.998856 ,0.109984 -0.381402 -2.09514 
E 494 490 :0.988114 -0.0728981 -0.135338 0.0783866 0.996285 0.0356707 0.132235 -0.0458554 0.990157 ,0.11898 -0.510826 -2.71782 
E 494 489 :0.970677 -0.130102 -0.202136 0.127521 0.9915 -0.0257955 0.203773 -0.000737392 0.979018 ,0.203237 -0.670024 -3.39968 
E 494 488 :0.956349 -0.163462 -0.242233 0.1454 0.9852 -0.0907767 0.253486 0.0515935 0.965962 ,0.312416 -0.837933 -4.01569 
E 494 487 :0.937032 -0.102384 -0.333898 0.0768583 0.993078 -0.0888194 0.340681 0.0575638 0.938415 ,0.484881 -0.923828 -4.59056 
E 492 491 :0.999932 0.00796607 -0.00846502 -0.00784267 0.999864 0.0145121 0.00857947 -0.0144448 0.999859 ,0.0330388 -0.113789 -0.703867 
E 492 490 :0.994571 -0.0377736 -0.0969649 0.0419177 0.998277 0.041063 0.0952467 -0.0449046 0.99444 ,0.014063 -0.243722 -1.32622 
E 492 489 :0.981634 -0.0933947 -0.166351 0.0916925 0.995626 -0.0179005 0.167295 0.00231858 0.985904 ,0.0669426 -0.406211 -2.01045 
E 492 486 :0.932489 -0.0735355 -0.353634 0.0639527 0.997201 -0.0387252 0.355492 0.013495 0.934582 ,0.499687 -0.783604 -3.94685 
E 492 487 :0.951265 -0.063486 -0.301769 0.0423646 0.996205 -0.0760354 0.30545 0.0595455 0.950344 ,0.294495 -0.670745 -3.21052 
E 492 488 :0.969835 -0.124993 -0.209275 0.11011 0.990584 -0.081363 0.217475 0.0558654 0.974466 ,0.146842 -0.578297 -2.62979 
E 492 485 :0.890582 -0.0729115 -0.44894 0.0761581 0.997037 -0.0108487 0.448401 -0.0245287 0.893496 ,0.733264 -0.907038 -4.64556 
E 497 496 :0.996294 -0.0188973 -0.083917 0.0214725 0.999322 0.0298924 0.0832952 -0.0315835 0.996024 ,-0.0594939 -0.127186 -0.684394 
E 497 495 :0.998423 0.00341124 -0.0560293 -0.00272597 0.999921 0.0123025 0.0560668 -0.0121303 0.998353 ,-0.032073 -0.24516 -1.36331 
E 497 494 :0.998284 0.0293364 -0.0506864 -0.0282316 0.999351 0.022376 0.0513099 -0.0209067 0.998464 ,-0.00646813 -0.388067 -2.0382 
E 497 493 :0.999835 0.0181252 -0.00148881 -0.0181357 0.999808 -0.00738884 0.0013546 0.00741462 0.999972 ,0.0811003 -0.549903 -2.72663 
E 497 492 :0.996106 -0.00755227 -0.0878381 0.0094855 0.999721 0.0216125 0.0876504 -0.0223615 0.9959 ,0.102737 -0.690551 -3.42097 
E 497 491 :0.995344 0.00165261 -0.0963674 0.0018298 0.999349 0.0360373 0.0963642 -0.0360458 0.994693 ,0.198333 -0.819207 -4.11651 
E 497 490 :0.982015 -0.0412214 -0.184247 0.0533986 0.99667 0.0616241 0.181093 -0.0703544 0.980946 ,0.235079 -0.962735 -4.73507 
E 497 489 :0.962424 -0.100754 -0.252168 0.104594 0.994513 0.00183442 0.2506 -0.0281407 0.967682 ,0.349082 -1.13946 -5.40823 
E 497 487 :0.920411 -0.0759927 -0.383496 0.0579776 0.996612 -0.0583373 0.38663 0.0314601 0.921698 ,0.683158 -1.4277 -6.57752 
E 504 503 :0.999801 -0.0194786 0.00435597 0.0195395 0.999705 -0.0144038 -0.00407412 0.014486 0.999887 ,0.00472079 -0.111344 -0.71501 
E 504 502 :0.997274 -0.0180535 -0.0715401 0.0174909 0.999811 -0.00848247 0.0716797 0.00720805 0.997402 ,-0.00681514 -0.175638 -1.27573 
E 504 501 :0.998248 -0.0382646 0.0451266 0.0388695 0.999165 -0.0126028 -0.0446067 0.0143348 0.998902 ,0.0337396 -0.253394 -1.88581 
E 504 500 :0.999487 -0.0293437 -0.0128386 0.028923 0.999075 -0.0318138 0.0137603 0.0314261 0.999411 ,0.0287215 -0.357121 -2.55132 
E 504 498 :0.998578 -0.030372 -0.0438138 0.0288465 0.99897 -0.0350388 0.0448329 0.0337251 0.998425 ,-0.0263643 -0.512395 -3.90875 
E 504 499 :0.999313 -0.0294244 0.0225198 0.0306361 0.997989 -0.0554987 -0.0208414 0.0561505 0.998205 ,0.0211908 -0.42638 -3.22346 
E 504 497 :0.998556 -0.0537109 -0.00109633 0.0535526 0.996818 -0.0590401 0.00426394 0.0588961 0.998255 ,-0.0151896 -0.614832 -4.60175 
E 504 496 :0.99361 -0.0725098 -0.0864933 0.0698405 0.996995 -0.0335021 0.0886627 0.0272473 0.995689 ,-0.067016 -0.704393 -5.29269 
E 504 494 :0.998302 -0.0243591 -0.0529097 0.0222895 0.998977 -0.039359 0.0538143 0.0381128 0.997823 ,0.00142952 -0.881675 -6.65928 
E 504 495 :0.997066 -0.050287 -0.0577037 0.0474407 0.997638 -0.0496801 0.0600656 0.0467968 0.997097 ,-0.032554 -0.78044 -5.97725 
E 504 493 :0.999363 -0.0356097 -0.0021861 0.0353857 0.99716 -0.0664835 0.00454735 0.0663638 0.997785 ,0.0983186 -0.997662 -7.35566 
E 504 492 :0.994062 -0.0612128 -0.0899639 0.0576245 0.997456 -0.0419583 0.0923034 0.036525 0.995061 ,0.12824 -1.09571 -8.05698 
E 499 498 :0.997842 -0.000449509 -0.0656658 0.00192334 0.999748 0.022383 0.0656392 -0.022461 0.997591 ,-0.035875 -0.122923 -0.680363 
E 499 497 :0.999422 -0.0243629 -0.0237094 0.0243024 0.999701 -0.00283657 0.0237714 0.00225874 0.999715 ,-0.0134033 -0.264395 -1.36618 
E 499 496 :0.99322 -0.0424839 -0.108212 0.0454422 0.998654 0.0250187 0.107003 -0.0297665 0.993813 ,-0.0535376 -0.391047 -2.05208 
E 499 495 :0.996583 -0.0206641 -0.079967 0.0213799 0.999739 0.00810524 0.0797786 -0.00978723 0.996765 ,-0.0071618 -0.506394 -2.73041 
E 499 494 :0.997178 0.005468 -0.0748752 -0.00410801 0.999824 0.0183053 0.0749621 -0.0179461 0.997025 ,0.0379113 -0.646721 -3.40483 
E 499 493 :0.999666 -0.0064193 -0.0250167 0.00616425 0.999928 -0.0102593 0.0250807 0.0101017 0.999634 ,0.145694 -0.804427 -4.09134 
E 499 492 :0.993221 -0.0313738 -0.111926 0.0334418 0.999302 0.0166464 0.111326 -0.0202766 0.993577 ,0.187208 -0.942538 -4.78528 
E 499 491 :0.99244 -0.0218408 -0.120773 0.0257452 0.999192 0.030863 0.120002 -0.033739 0.9922 ,0.302373 -1.06686 -5.47864 
E 499 489 :0.953378 -0.124258 -0.27501 0.127241 0.991847 -0.00703932 0.273643 -0.0282814 0.961416 ,0.491463 -1.37969 -6.76714 
E 499 490 :0.975853 -0.0638113 -0.2089 0.0767342 0.995569 0.0543455 0.204506 -0.069063 0.976426 ,0.35726 -1.2077 -6.09648 
E 498 497 :0.998872 -0.0222393 0.0419568 0.0233131 0.999409 -0.0252798 -0.0413698 0.0262294 0.9988 ,-0.0228651 -0.126042 -0.688803 
E 498 496 :0.998187 -0.0424253 -0.0426971 0.0425808 0.999089 0.00273905 0.042542 -0.00455217 0.999084 ,-0.108178 -0.237238 -1.37325 
E 498 495 :0.99971 -0.0193391 -0.014352 0.0191346 0.999715 -0.0142492 0.0146235 0.0139704 0.999795 ,-0.10665 -0.337341 -2.05558 
E 498 494 :0.999938 0.00620123 -0.00923451 -0.00623894 0.999972 -0.00405978 0.00920907 0.00411714 0.999949 ,-0.106212 -0.462505 -2.73447 
E 498 493 :0.999167 -0.00381918 0.0406328 0.00514999 0.999452 -0.0326982 -0.0404856 0.0328802 0.998639 ,-0.0440275 -0.6048 -3.42994 
E 498 492 :0.998449 -0.0307151 -0.0464349 0.0304864 0.999519 -0.00562418 0.0465853 0.00419982 0.998905 ,-0.048419 -0.727308 -4.12802 
E 498 491 :0.998224 -0.0220864 -0.055326 0.0225972 0.999707 0.00862371 0.0551193 -0.00985861 0.998431 ,0.0207476 -0.836077 -4.83006 
E 498 489 :0.969526 -0.123938 -0.211324 0.120634 0.992288 -0.0285083 0.213227 0.00214668 0.977 ,0.124252 -1.11998 -6.13487 
E 498 490 :0.987318 -0.066292 -0.144252 0.0716828 0.996898 0.0324942 0.141651 -0.0424226 0.989007 ,0.034691 -0.963026 -5.45316 
E 498 487 :0.934305 -0.096751 -0.343094 0.069627 0.993456 -0.0905436 0.349609 0.0607067 0.934927 ,0.415302 -1.3707 -7.32413 
E 501 500 :0.998246 0.00813941 -0.0586331 -0.00914892 0.999814 -0.0169696 0.0584841 0.0174763 0.998135 ,0.020645 -0.112989 -0.663697 
E 501 499 :0.999683 0.00691381 -0.0242035 -0.00792667 0.999086 -0.042005 0.023891 0.0421835 0.998824 ,0.0404173 -0.191536 -1.33457 
E 501 498 :0.99595 0.00700633 -0.0896354 -0.00874514 0.999781 -0.0190207 0.0894825 0.0197276 0.995793 ,0.020171 -0.285484 -2.02017 
E 501 497 :0.998698 -0.0174981 -0.0479181 0.0153596 0.998885 -0.044639 0.0486458 0.0438449 0.997853 ,0.0582566 -0.398197 -2.71061 
E 501 496 :0.990629 -0.0348455 -0.132058 0.033033 0.999328 -0.0158915 0.132523 0.0113803 0.991115 ,0.0338605 -0.495604 -3.402 
E 501 495 :0.994484 -0.0135087 -0.104011 0.0101097 0.9994 -0.0331374 0.104396 0.0319031 0.994024 ,0.0958422 -0.58272 -4.0833 
E 501 494 :0.995019 0.0128132 -0.0988564 -0.0151573 0.999621 -0.0229979 0.0985242 0.0243817 0.994836 ,0.156254 -0.694947 -4.76177 
E 501 493 :0.998785 0.000251544 -0.0492743 -0.00281892 0.998641 -0.0520412 0.0491943 0.0521169 0.997429 ,0.279529 -0.824527 -5.45155 
E 501 492 :0.990443 -0.0239641 -0.135824 0.0208621 0.999489 -0.0242168 0.136335 0.0211518 0.990437 ,0.33687 -0.933691 -6.14951 
E 501 491 :0.989399 -0.014109 -0.144536 0.0128142 0.999869 -0.00988524 0.144657 0.00792832 0.98945 ,0.467921 -1.02969 -6.84455 
E 501 489 :0.947332 -0.116676 -0.298241 0.108073 0.993113 -0.0452372 0.301466 0.0106228 0.953418 ,0.685974 -1.28961 -8.1402 
E 507 506 :0.998295 -0.0267689 -0.0518752 0.0277044 0.999465 0.017399 0.0513817 -0.0188065 0.998502 ,0.00548646 -0.110668 -0.685559 
E 507 505 :0.999993 -0.00338449 0.00157542 0.00335804 0.999858 0.0165027 -0.00163105 -0.0164973 0.999863 ,0.0122364 -0.247112 -1.34775 
E 507 504 :0.99975 0.0188406 -0.0120796 -0.0180946 0.998085 0.0591505 0.013171 -0.0589171 0.998176 ,0.0601343 -0.318469 -1.96656 
E 507 501 :0.999269 -0.0196033 0.0328115 0.0180937 0.998792 0.0456903 -0.0336675 -0.0450632 0.998417 ,0.111871 -0.683535 -3.83355 
E 507 502 :0.996488 0.000701077 -0.0837303 0.00365202 0.998649 0.0518251 0.0836535 -0.0519489 0.99514 ,0.0654221 -0.569107 -3.2297 
E 507 503 :0.999968 -0.000813625 -0.00799478 0.00117013 0.999 0.0446888 0.00795043 -0.0446967 0.998969 ,0.0713932 -0.471978 -2.67364 
E 507 500 :0.999615 -0.0108928 -0.0255073 0.0115963 0.999552 0.0275951 0.0251953 -0.0278803 0.999294 ,0.112939 -0.826338 -4.4918 
E 507 498 :0.99833 -0.0119505 -0.0565236 0.0133743 0.999601 0.0248785 0.0562038 -0.0255929 0.998091 ,0.0713391 -1.06061 -5.83834 
E 507 499 :0.999892 -0.0112925 0.00941052 0.0112625 0.999931 0.00324441 -0.00944651 -0.00313808 0.99995 ,0.112225 -0.935085 -5.15874 
E 507 497 :0.999263 -0.0356282 -0.014267 0.0356338 0.999365 0.000140083 0.0142529 -0.000648366 0.999898 ,0.0889521 -1.20405 -6.52389 
E 507 494 :0.997822 -0.00599203 -0.0656913 0.00736614 0.999759 0.0206956 0.0655515 -0.0211344 0.997625 ,0.125394 -1.59238 -8.56172 
E 507 496 :0.993606 -0.0540368 -0.0991304 0.0569723 0.99801 0.0270226 0.0974729 -0.0324975 0.994707 ,0.0437977 -1.33337 -7.20898 
E 507 495 :0.996985 -0.0320436 -0.0706698 0.0328612 0.999405 0.010438 0.0702933 -0.0127288 0.997445 ,0.0850876 -1.45038 -7.88735 
E 503 502 :0.997125 0.00145658 -0.0757551 -0.000901433 0.999972 0.00736192 0.0757638 -0.00727247 0.997099 ,-0.0105055 -0.072173 -0.559779 
E 503 501 :0.998991 -0.0187922 0.0408017 0.0187674 0.999823 0.000991982 -0.0408132 -0.000225239 0.999167 ,0.0310074 -0.159534 -1.16849 
E 503 500 :0.999797 -0.0099445 -0.0175294 0.0096452 0.999808 -0.0170769 0.0176958 0.0169043 0.999701 ,0.0266749 -0.272773 -1.83246 
E 503 498 :0.99876 -0.0109839 -0.0485574 0.0100366 0.999755 -0.0197118 0.0487621 0.0192 0.998626 ,-0.0259035 -0.446592 -3.18774 
E 503 499 :0.999798 -0.0101471 0.017364 0.0108599 0.999081 -0.041461 -0.0169274 0.0416412 0.998989 ,0.0205308 -0.351602 -2.50355 
E 503 497 :0.999386 -0.0344628 -0.00631674 0.0341481 0.998424 -0.0445406 0.00784177 0.0442976 0.998988 ,-0.0139093 -0.559256 -3.87913 
E 503 496 :0.994416 -0.0531256 -0.0911873 0.0517502 0.998509 -0.0173839 0.0919748 0.0125679 0.995682 ,-0.0646604 -0.657789 -4.56893 
E 503 494 :0.99832 -0.00499002 -0.0577334 0.00361699 0.999709 -0.0238623 0.0578357 0.0236133 0.998047 ,0.00587516 -0.856149 -5.93251 
E 503 495 :0.99755 -0.0309743 -0.0627252 0.0288753 0.999001 -0.0340975 0.0637187 0.0322027 0.997448 ,-0.0289021 -0.744402 -5.25217 
E 503 493 :0.999837 -0.016389 -0.00754981 0.015975 0.998521 -0.0519674 0.00839034 0.0518383 0.99862 ,0.103316 -0.984076 -6.62673 
E 503 492 :0.994614 -0.0418596 -0.0948198 0.0395817 0.998884 -0.0257791 0.0957931 0.0218871 0.995161 ,0.134173 -1.09284 -7.32642 
E 500 499 :0.9994 0.000228193 0.0346386 0.000629159 0.999694 -0.0247385 -0.0346336 0.0247454 0.999094 ,-0.0187788 -0.0900965 -0.669444 
E 500 498 :0.999517 -0.00099912 -0.0310662 0.000926744 0.999997 -0.00234404 0.0310684 0.00231411 0.999515 ,-0.0782272 -0.196173 -1.35099 
E 500 497 :0.999651 -0.0240419 0.0109329 0.0243357 0.999323 -0.027582 -0.0102624 0.0278385 0.99956 ,-0.0795568 -0.320622 -2.04046 
E 500 496 :0.99634 -0.0432616 -0.073717 0.043406 0.999057 0.000357585 0.073632 -0.00355604 0.997279 ,-0.143455 -0.430292 -2.72748 
E 500 495 :0.998754 -0.0207626 -0.0453906 0.0200268 0.999662 -0.016606 0.04572 0.0156762 0.998831 ,-0.120629 -0.528794 -3.40966 
E 500 494 :0.999175 0.00507124 -0.0402906 -0.00533382 0.999965 -0.00641224 0.0402567 0.00662185 0.999167 ,-0.0989762 -0.652365 -4.0885 
E 500 493 :0.999937 -0.00583737 0.00962191 0.00617085 0.999368 -0.0350013 -0.00941152 0.0350585 0.999341 ,-0.015074 -0.792972 -4.78203 
E 500 492 :0.996489 -0.0318293 -0.077439 0.0313024 0.999478 -0.00800866 0.0776535 0.00555652 0.996965 ,0.00234581 -0.913848 -5.4802 
E 500 491 :0.996007 -0.0227683 -0.0863253 0.023393 0.999707 0.00623205 0.0861581 -0.00822658 0.996248 ,0.0933972 -1.02091 -6.18 
E 500 489 :0.962313 -0.124936 -0.241545 0.121032 0.992165 -0.0309941 0.243524 0.000591336 0.969895 ,0.23767 -1.30165 -7.48161 
E 502 501 :0.99301 -0.0196566 0.116384 0.0205188 0.99977 -0.00621502 -0.116235 0.00855964 0.993185 ,-0.00464621 -0.0828709 -0.610737 
E 502 500 :0.998255 -0.00953644 0.0582775 0.0109725 0.999643 -0.0243722 -0.0580242 0.0249691 0.998003 ,-0.0591685 -0.191285 -1.27328 
E 502 498 :0.999574 -0.0103989 0.0272596 0.0111364 0.999572 -0.0270444 -0.0269667 0.0273365 0.999262 ,-0.214121 -0.35532 -2.62193 
E 502 499 :0.995631 -0.00786362 0.0930387 0.012439 0.998736 -0.0486997 -0.0925382 0.0496442 0.994471 ,-0.116069 -0.26524 -1.94255 
E 502 497 :0.997077 -0.0319076 0.0694287 0.0355458 0.998024 -0.0518137 -0.0676382 0.0541301 0.99624 ,-0.254442 -0.462934 -3.31305 
E 502 496 :0.998479 -0.0529208 -0.0154728 0.0525283 0.998313 -0.0247573 0.0167569 0.0239069 0.999574 ,-0.35722 -0.556523 -3.99773 
E 502 495 :0.999484 -0.029346 0.0130563 0.0298642 0.998695 -0.0414418 -0.0118231 0.0418103 0.999056 ,-0.373251 -0.638112 -4.68233 
E 502 494 :0.999828 -0.00408781 0.0180698 0.00465042 0.999502 -0.031204 -0.0179333 0.0312826 0.99935 ,-0.390018 -0.744857 -5.36416 
E 502 493 :0.997584 -0.0133145 0.068178 0.0173699 0.998093 -0.0592394 -0.0672592 0.0602805 0.995913 ,-0.345339 -0.867591 -6.06469 
E 502 492 :0.998977 -0.0409814 -0.0191269 0.0403327 0.998636 -0.0331537 0.0204595 0.0323484 0.999267 ,-0.367484 -0.971216 -6.76549 
E 502 491 :0.999067 -0.0327416 -0.0281753 0.0322135 0.9993 -0.0189981 0.0287776 0.0180728 0.999422 ,-0.316353 -1.06018 -7.47184 
E 505 504 :0.99966 0.0222882 -0.013509 -0.0216929 0.998852 0.0427158 0.0144456 -0.0424083 0.998996 ,0.0486673 -0.0613008 -0.619823 
E 505 503 :0.999952 0.00261396 -0.00947403 -0.00234558 0.999599 0.0282292 0.00954401 -0.0282057 0.999557 ,0.0605639 -0.203161 -1.32933 
E 505 502 :0.996357 0.0041393 -0.0851788 -0.00110116 0.999363 0.035684 0.0852722 -0.0354602 0.995726 ,0.0551736 -0.291083 -1.88692 
E 505 501 :0.999378 -0.0161757 0.0313362 0.0152645 0.99946 0.0291016 -0.03179 -0.0286052 0.999085 ,0.102223 -0.395689 -2.4925 
E 505 500 :0.999606 -0.00749071 -0.0270444 0.00779576 0.999907 0.0111919 0.026958 -0.0113983 0.999572 ,0.103885 -0.527617 -3.15302 
E 505 498 :0.998276 -0.008552 -0.0580676 0.00906637 0.999922 0.00860047 0.0579895 -0.0091121 0.998276 ,0.063695 -0.739501 -4.5033 
E 505 499 :0.999938 -0.00792954 0.00779038 0.00803257 0.999879 -0.0132844 -0.0076841 0.0133461 0.999881 ,0.103893 -0.625343 -3.82166 
E 505 497 :0.999353 -0.032271 -0.0158973 0.0320116 0.999354 -0.0163073 0.0164133 0.0157878 0.999741 ,0.0819444 -0.871665 -5.1911 
E 505 494 :0.997733 -0.00260029 -0.0672485 0.00290656 0.999986 0.00445685 0.067236 -0.0046422 0.997726 ,0.120406 -1.22645 -7.235 
E 505 496 :0.993632 -0.050632 -0.100661 0.0519933 0.998587 0.0109443 0.0999651 -0.0161083 0.994861 ,0.0374734 -0.989513 -5.8783 
E 505 495 :0.996974 -0.0286665 -0.0722611 0.0283226 0.999582 -0.00577946 0.0723966 0.00371535 0.997369 ,0.0794765 -1.09546 -6.55844 
E 505 493 :0.999751 -0.0142692 -0.0171462 0.0138602 0.999622 -0.0237385 0.0174785 0.023495 0.999571 ,0.224084 -1.37415 -7.92437 
E 508 507 :0.999969 0.00779133 -0.00123162 -0.00776198 0.999722 0.022262 0.00140473 -0.0222517 0.999751 ,-0.0227838 -0.154473 -0.669087 
E 508 506 :0.998416 -0.0189578 -0.0529678 0.0210918 0.998976 0.0400254 0.0521548 -0.0410792 0.997794 ,-0.0173155 -0.280415 -1.35201 
E 508 505 :0.99999 0.00442615 0.000472497 -0.00444114 0.999239 0.0387448 -0.000300647 -0.0387465 0.999249 ,-0.0108132 -0.431615 -2.01099 
E 508 504 :0.999561 0.026689 -0.0128478 -0.0255564 0.99635 0.0814492 0.0149747 -0.0810851 0.996595 ,0.0372894 -0.5171 -2.62798 
E 508 501 :0.999421 -0.0117653 0.0319368 0.00958284 0.997663 0.0676496 -0.0326581 -0.0673044 0.997198 ,0.0884798 -0.924028 -4.48632 
E 508 503 :0.999936 0.00702499 -0.0088767 -0.00641494 0.997734 0.0669774 0.0093271 -0.0669162 0.997715 ,0.0482227 -0.686395 -3.33146 
E 508 502 :0.996383 0.00854584 -0.0845495 -0.00222142 0.99721 0.0746144 0.0849513 -0.0741566 0.993622 ,0.0421799 -0.795829 -3.88523 
E 508 500 :0.999644 -0.00307028 -0.0265223 0.00439493 0.998738 0.0500317 0.0263352 -0.0501304 0.998395 ,0.0892458 -1.08145 -5.14123 
E 508 498 :0.998334 -0.00413041 -0.0575573 0.00687278 0.998846 0.0475298 0.0572946 -0.0478462 0.99721 ,0.0474801 -1.34532 -6.48227 
E 508 499 :0.99996 -0.00349753 0.00820395 0.00328788 0.999671 0.0254313 -0.0082902 -0.0254033 0.999643 ,0.0885054 -1.20501 -5.80557 
E 508 497 :0.999492 -0.0278399 -0.0154969 0.0281849 0.999349 0.0225105 0.0148602 -0.0229358 0.999626 ,0.0648194 -1.50411 -7.16444 
