V 0 :0.997834 -0.0105558 -0.0649297 -0.0645998 0.0290595 -0.997488 0.0124161 0.999522 0.0283145 ,-0.999525 0.0296153 -0.00852233 0.00750192 -0.0343975 -0.99938 -0.0298901 -0.998969 0.0341589 ,-0.999525 0.00750192 -0.0298901 0.0296153 -0.0343975 -0.998969 -0.00852233 -0.99938 0.0341589 ,-0.998216 0.01937 0.05648 -0.0191071 -0.999804 0.00519115 0.0565694 0.00410272 0.99839 ,-0.0740332 0.0302236 -0.0400969 ,0.0472799 -0.0474432 -0.0682 ,0.0455748 -0.0711618 -0.0446813 ,0.125719 -0.0316271 0.0687992 ,19.3055
E 237 233 :0.997218 -0.0429184 0.0609422 0.041581 0.998869 0.0230457 -0.0618624 -0.0204475 0.997875 ,0.0281049 -0.0275445 -0.815416 
E 237 232 :0.997963 -0.0367249 0.0521648 0.0347893 0.998689 0.0375411 -0.0534751 -0.0356498 0.997933 ,0.0173241 -0.0677468 -1.0072 
E 237 231 :0.999667 -0.00323925 0.0256165 0.00273422 0.999802 0.0197255 -0.0256753 -0.0196489 0.999477 ,0.00205608 -0.0773456 -1.18363 
E 237 230 :0.999788 0.00843084 -0.0187588 -0.00858455 0.99993 -0.00812896 0.0186889 0.00828827 0.999791 ,-0.0111513 -0.0635579 -1.36841 
E 237 229 :0.99908 0.022185 -0.0366886 -0.0215516 0.999613 0.0175718 0.0370643 -0.016765 0.999172 ,-0.0174996 -0.0709833 -1.55864 
E 237 227 :0.999869 -0.00528627 -0.0152799 0.00566127 0.999681 0.0246038 0.015145 -0.0246871 0.999581 ,-0.0338606 -0.0780915 -1.91375 
E 237 228 :0.99877 0.0152467 -0.0471819 -0.0129874 0.998771 0.0478263 0.0478531 -0.0471547 0.997741 ,-0.0261439 -0.0906611 -1.74437 
E 240 239 :0.999902 0.00567913 0.0128073 -0.00612255 0.999374 0.0348533 -0.0126014 -0.0349283 0.99931 ,-0.00337638 -0.023433 -0.193582 
E 240 238 :0.999731 0.017186 0.0155842 -0.0178412 0.998919 0.0429272 -0.0148296 -0.0431936 0.998957 ,-0.00921959 -0.0516977 -0.427908 
E 240 237 :0.999746 0.0224029 -0.00237509 -0.0224133 0.999739 -0.00445879 0.00227458 0.00451089 0.999987 ,-0.00860146 -0.0451367 -0.600717 
E 240 236 :0.999882 0.00662216 -0.0138554 -0.00603952 0.999113 0.0416784 0.0141191 -0.0415898 0.999035 ,0.00448567 -0.0727756 -0.855011 
E 240 235 :0.999953 0.00432349 0.00871827 -0.00469374 0.999068 0.042905 -0.00852464 -0.0429439 0.999041 ,0.0188186 -0.0772613 -1.03775 
E 240 233 :0.998044 -0.0204813 0.059073 0.019495 0.999662 0.0172244 -0.0594058 -0.0160391 0.998105 ,0.0208159 -0.0696682 -1.41618 
E 240 232 :0.998616 -0.0142574 0.0506224 0.012651 0.999411 0.0319125 -0.0510475 -0.0312279 0.998208 ,0.00959273 -0.108763 -1.60817 
E 254 253 :0.999873 -0.0045672 0.0152619 0.00471418 0.999943 -0.00960829 -0.0152171 0.00967902 0.999837 ,0.00517976 0.0422683 -0.247067 
E 254 252 :0.999748 -0.0195775 0.0109981 0.0196062 0.999805 -0.00250759 -0.0109469 0.00272259 0.999936 ,-0.000941482 0.03739 -0.450175 
E 254 251 :0.999336 -0.000587982 -0.0364362 0.00139061 0.999757 0.0220069 0.0364144 -0.022043 0.999094 ,-0.00466057 0.0088715 -0.710037 
E 260 259 :0.999768 -0.00532965 -0.0208562 0.00531755 0.999986 -0.000636022 0.0208593 0.000524971 0.999782 ,0.019449 0.0182656 -0.444814 
E 260 258 :0.999323 -0.00262692 -0.0366954 0.00316349 0.999889 0.014572 0.0366531 -0.0146782 0.99922 ,0.0417089 -0.000105028 -0.643806 
E 260 257 :0.999686 -0.0177836 0.0176585 0.0178911 0.999822 -0.0059471 -0.0175496 0.00626116 0.999826 ,0.0820251 0.0107599 -1.08361 
E 260 256 :0.999763 -0.020249 -0.00800972 0.0204812 0.999338 0.0300654 0.00739562 -0.0302223 0.999516 ,0.093152 -0.0293637 -1.5422 
E 242 241 :0.999368 -0.0234833 0.0266713 0.0233628 0.999715 0.00482079 -0.0267769 -0.00419462 0.999633 ,0.00102287 0.0214827 -0.1869 
E 242 240 :0.998714 -0.0265669 0.0431867 0.0267987 0.999629 -0.00479739 -0.0430433 0.00594857 0.999055 ,-0.00776933 0.0441974 -0.381904 
E 242 239 :0.998234 -0.0223869 0.0550219 0.0207362 0.999323 0.0303895 -0.0556649 -0.0291949 0.998023 ,-0.018879 0.0216113 -0.575297 
E 242 238 :0.998278 -0.0112396 0.0575654 0.00902799 0.999216 0.0385365 -0.0579534 -0.0379505 0.997598 ,-0.0340836 -0.00567537 -0.809318 
E 242 237 :0.999154 -0.00399103 0.0409326 0.00437594 0.999947 -0.00931811 -0.0408933 0.00948935 0.999118 ,-0.0411036 0.00172877 -0.981952 
E 242 236 :0.999366 -0.0217258 0.0282003 0.0206905 0.999119 0.0364989 -0.0289684 -0.0358923 0.998936 ,-0.0382811 -0.0243292 -1.23673 
E 242 235 :0.998423 -0.0240788 0.0507125 0.0221463 0.99902 0.0383299 -0.0515858 -0.0371464 0.997977 ,-0.0317394 -0.0275525 -1.41994 
E 242 233 :0.993676 -0.0477055 0.101644 0.046519 0.998819 0.0140128 -0.102193 -0.00919583 0.994722 ,-0.0462897 -0.0180932 -1.79806 
E 238 237 :0.999843 0.00449341 -0.0171243 -0.00530569 0.998848 -0.0476879 0.0168903 0.0477713 0.998715 ,0.00306361 0.0140288 -0.172338 
E 238 236 :0.999511 -0.0105883 -0.0294105 0.0105412 0.999943 -0.0017567 0.0294275 0.00144582 0.999566 ,0.0204114 -0.00237145 -0.427349 
E 238 235 :0.999894 -0.0128654 -0.00686496 0.0128648 0.999917 -0.000143797 0.00686624 5.54652e-05 0.999976 ,0.0375305 0.00128718 -0.609867 
E 238 233 :0.998308 -0.0380731 0.0439483 0.0391923 0.998922 -0.0248907 -0.0429532 0.0265711 0.998724 ,0.0450038 0.0252523 -0.987547 
E 238 232 :0.998879 -0.0316212 0.0352363 0.0320045 0.999434 -0.0103682 -0.0348885 0.0114843 0.999325 ,0.0373283 -0.00570059 -1.18119 
E 238 231 :0.999962 0.00159026 0.00858572 -0.00134845 0.999604 -0.0280961 -0.008627 0.0280834 0.999568 ,0.0250406 -0.00679409 -1.3581 
E 238 230 :0.999273 0.0127807 -0.0359131 -0.0147705 0.998338 -0.055698 0.0351416 0.0561879 0.997802 ,0.0150615 0.0158597 -1.54221 
E 238 229 :0.998192 0.0269603 -0.0537141 -0.0285951 0.999144 -0.0299022 0.0528619 0.0313841 0.998109 ,0.0119384 0.0175481 -1.73266 
E 239 238 :0.999929 0.0116127 0.00273166 -0.0116345 0.9999 0.00809691 -0.00263736 -0.00812812 0.999963 ,-0.00271677 -0.0200955 -0.235224 
E 239 237 :0.999757 0.0162229 -0.0149487 -0.0168011 0.999082 -0.0393973 0.0142959 0.0396389 0.999112 ,3.87662e-05 -0.00749923 -0.407678 
E 239 236 :0.999643 0.00102848 -0.0266984 -0.000850436 0.999977 0.00667905 0.0267046 -0.00665396 0.999621 ,0.0164983 -0.0261644 -0.662592 
E 239 235 :0.999991 -0.00125263 -0.00413454 0.00128581 0.999967 0.00803281 0.00412434 -0.00803805 0.999959 ,0.03316 -0.0241832 -0.845178 
E 239 233 :0.998575 -0.0263977 0.0463843 0.0272258 0.999479 -0.017313 -0.0459031 0.0185512 0.998774 ,0.0398794 -0.00336545 -1.22306 
E 239 232 :0.999084 -0.0199814 0.0378432 0.0200973 0.999794 -0.00268569 -0.0377818 0.00344378 0.99928 ,0.031316 -0.0357938 -1.41642 
E 239 231 :0.999851 0.013275 0.0109893 -0.0130522 0.999713 -0.0200997 -0.011253 0.0199533 0.999738 ,0.0185333 -0.0381767 -1.59329 
E 239 230 :0.999127 0.0245267 -0.0338317 -0.0261105 0.998544 -0.0471954 0.0326249 0.0480376 0.998313 ,0.00831502 -0.0168999 -1.77755 
E 251 250 :0.995561 0.00457647 -0.0940034 -0.00812707 0.999266 -0.0374229 0.0937632 0.0380208 0.994868 ,0.00537872 0.0333892 -0.302835 
E 251 249 :0.990412 0.0340726 -0.133877 -0.0401287 0.998277 -0.0428008 0.132188 0.0477628 0.990073 ,0.0282685 0.0130329 -0.49729 
E 251 248 :0.994184 0.0115518 -0.107074 -0.0172872 0.998456 -0.0527925 0.106299 0.0543365 0.992849 ,0.0659384 0.00886355 -0.737138 
E 251 247 :0.997218 0.0172648 -0.072507 -0.0213298 0.998221 -0.0556693 0.071417 0.057061 0.995813 ,0.0862366 0.0408698 -0.917121 
E 251 246 :0.997533 0.0219973 -0.0666591 -0.0250879 0.998631 -0.0458882 0.0655585 0.0474474 0.99672 ,0.0980093 0.0331835 -1.11062 
E 251 245 :0.994641 0.0345699 -0.0974424 -0.037456 0.998907 -0.0279466 0.0963699 0.0314466 0.994849 ,0.110993 0.0196044 -1.35087 
E 251 244 :0.990984 0.0263585 -0.131365 -0.0340459 0.997815 -0.0566206 0.129586 0.0605825 0.989716 ,0.12922 0.0440014 -1.5194 
E 241 240 :0.999862 -0.00335521 0.0162958 0.00351848 0.999944 -0.0100009 -0.0162613 0.0100568 0.999817 ,-0.00303436 0.0237327 -0.195058 
E 241 239 :0.999579 0.00175606 0.0289731 -0.00247805 0.999687 0.0249025 -0.0289203 -0.0249638 0.99927 ,-0.00948622 0.00222507 -0.388785 
E 241 238 :0.999411 0.0131282 0.0317168 -0.0141744 0.999355 0.0329892 -0.0312633 -0.0334193 0.998952 ,-0.0190523 -0.0237151 -0.623257 
E 241 237 :0.99972 0.019119 0.0139358 -0.0189173 0.999716 -0.0144676 -0.0142084 0.0141999 0.999798 ,-0.0212724 -0.0154241 -0.795979 
E 241 236 :0.999994 0.00259127 0.00228677 -0.00266233 0.999496 0.0316361 -0.00220364 -0.031642 0.999497 ,-0.0122382 -0.0404722 -1.05072 
E 241 235 :0.999691 0.00027101 0.0248533 -0.00108992 0.999457 0.032942 -0.0248308 -0.0329589 0.999148 ,-0.000870109 -0.0430797 -1.2337 
E 241 233 :0.996872 -0.0240939 0.0752719 0.0235996 0.999694 0.00744942 -0.0754284 -0.00564973 0.997135 ,-0.00506542 -0.0316953 -1.61202 
E 241 232 :0.997604 -0.0181175 0.0667749 0.0166744 0.999617 0.0221059 -0.0671498 -0.0209395 0.997523 ,-0.0192845 -0.0689076 -1.80419 
E 244 243 :0.999261 0.0152445 -0.0352746 -0.0159051 0.999702 -0.0185236 0.0349817 0.0190709 0.999206 ,0.00831436 -0.00886315 -0.186611 
E 244 242 :0.998788 0.0292055 -0.0396205 -0.0287168 0.999505 0.0128477 0.0399761 -0.0116944 0.999132 ,0.0174457 -0.0294028 -0.380699 
E 244 241 :0.9999 0.00590853 -0.0128262 -0.00569145 0.999841 0.0168955 0.012924 -0.0168208 0.999775 ,0.0264998 -0.0103614 -0.567647 
E 244 240 :0.999991 0.00242433 0.00341123 -0.00244749 0.999974 0.00680039 -0.00339465 -0.00680868 0.999971 ,0.0261078 0.0100892 -0.763099 
E 244 239 :0.999835 0.00798275 0.0163006 -0.00865533 0.999096 0.0416168 -0.0159536 -0.041751 0.999001 ,0.0220143 -0.0146514 -0.956504 
E 244 238 :0.999628 0.0194603 0.0190958 -0.0203885 0.998557 0.0496812 -0.0181015 -0.0500521 0.998583 ,0.0153032 -0.0444945 -1.19061 
E 244 237 :0.999691 0.0248418 0.00102531 -0.0248442 0.999689 0.00234745 -0.000966672 -0.00237219 0.999997 ,0.0153478 -0.0391104 -1.36346 
E 244 236 :0.999907 0.00890241 -0.0103463 -0.00839055 0.998788 0.0485051 0.0107655 -0.0484138 0.998769 ,0.0275003 -0.0685099 -1.6176 
E 243 242 :0.999905 0.0128777 -0.00484423 -0.0127199 0.999429 0.0312943 0.00524446 -0.0312297 0.999498 ,0.00266173 -0.0240958 -0.193875 
E 243 241 :0.999704 -0.0105868 0.0218884 0.00979966 0.999312 0.0357616 -0.0222519 -0.0355365 0.999121 ,0.00486653 -0.00848725 -0.381347 
E 243 240 :0.999173 -0.0137203 0.0382812 0.0127328 0.999583 0.0259207 -0.0386209 -0.0254119 0.998931 ,-0.00268768 0.00822378 -0.577009 
E 243 239 :0.998676 -0.00937437 0.0505733 0.00628495 0.998124 0.0609047 -0.0510494 -0.0605063 0.996862 ,-0.0131503 -0.0202602 -0.769658 
E 243 238 :0.998581 0.00181285 0.0532236 -0.00548879 0.997601 0.0690014 -0.0529709 -0.0691956 0.996196 ,-0.0275712 -0.0546614 -1.00279 
E 243 237 :0.999314 0.00884035 0.0359688 -0.00961544 0.999724 0.0214332 -0.0357694 -0.0217644 0.999123 ,-0.0336589 -0.0525747 -1.1756 
E 243 236 :0.999678 -0.00868356 0.0238285 0.0070603 0.997702 0.0673804 -0.0243589 -0.0671905 0.997443 ,-0.0299381 -0.0866269 -1.42943 
E 243 235 :0.998864 -0.0110315 0.0463669 0.00781948 0.997593 0.068894 -0.0470153 -0.0684531 0.996546 ,-0.022551 -0.095665 -1.61241 
E 246 245 :0.999445 0.0114857 -0.0312802 -0.0109529 0.999793 0.0171511 0.0314707 -0.016799 0.999363 ,-0.00245794 -0.0246742 -0.239705 
E 246 244 :0.997889 0.00523209 -0.0647363 -0.00605185 0.999904 -0.0124734 0.0646649 0.0128389 0.997824 ,0.00406322 -0.00790594 -0.410017 
E 246 243 :0.994804 0.0192082 -0.099982 -0.0223873 0.999276 -0.0307718 0.0993185 0.0328502 0.994513 ,0.0243942 -0.0144909 -0.595798 
E 246 242 :0.993941 0.0351304 -0.10415 -0.0352572 0.999378 0.000623681 0.104107 0.00305213 0.994561 ,0.0459632 -0.0326629 -0.789137 
E 246 241 :0.996923 0.0122162 -0.0774325 -0.0119034 0.999919 0.00450088 0.0774812 -0.00356533 0.996987 ,0.0672002 -0.0113462 -0.974848 
E 246 240 :0.998087 0.00809194 -0.0612949 -0.0084567 0.999948 -0.00569396 0.0612456 0.00620142 0.998103 ,0.0795689 0.0115427 -1.16964 
E 246 239 :0.998712 0.0158961 -0.0481878 -0.0145064 0.999473 0.0290532 0.0486242 -0.0283167 0.998416 ,0.0878749 -0.0107583 -1.3632 
E 246 238 :0.998583 0.0278839 -0.0453291 -0.0262103 0.998968 0.0371051 0.046317 -0.0358644 0.998283 ,0.0961771 -0.0376378 -1.59762 
E 246 237 :0.997513 0.0301734 -0.0637007 -0.0308797 0.999472 -0.0101324 0.0633613 0.0120742 0.997918 ,0.10744 -0.0300984 -1.77002 
E 245 244 :0.999436 -0.00531863 -0.0331616 0.00432455 0.999541 -0.0299768 0.0333058 0.0298165 0.999 ,0.000974045 0.0197008 -0.17012 
E 245 243 :0.997622 0.0092864 -0.0682914 -0.0126251 0.998738 -0.0486206 0.0677537 0.0493672 0.99648 ,0.0155192 0.0164716 -0.356532 
E 245 242 :0.997051 0.0242609 -0.0727993 -0.0255827 0.999523 -0.0172803 0.0723453 0.0190918 0.997197 ,0.0311908 0.001799 -0.550734 
E 245 241 :0.998938 0.00114522 -0.0460629 -0.00175214 0.999912 -0.0131378 0.0460438 0.0132045 0.998852 ,0.046338 0.026475 -0.736626 
E 245 240 :0.999553 -0.00266973 -0.0297875 0.0019799 0.99973 -0.0231639 0.0298413 0.0230946 0.999288 ,0.052319 0.0527735 -0.931286 
E 245 239 :0.999846 0.00404895 -0.0170584 -0.00384929 0.999924 0.0117213 0.0171046 -0.0116538 0.999786 ,0.054773 0.0338242 -1.12537 
E 245 238 :0.999773 0.0157981 -0.0142938 -0.0155135 0.999683 0.0198067 0.0146021 -0.0195804 0.999702 ,0.0559878 0.0109836 -1.36036 
E 245 237 :0.999291 0.0195895 -0.0321492 -0.0204806 0.999409 -0.0276259 0.031589 0.0282648 0.999101 ,0.0617357 0.0215469 -1.53287 
E 248 247 :0.999379 0.00597345 0.0347306 -0.00589669 0.99998 -0.00231197 -0.0347437 0.00210574 0.999394 ,0.000494914 0.0224117 -0.182559 
E 248 246 :0.999134 0.00964941 0.0404718 -0.00996369 0.999922 0.00757085 -0.0403956 -0.00796754 0.999152 ,-0.00823693 0.00435907 -0.375531 
E 248 245 :0.999747 0.0204433 0.00935845 -0.0206719 0.999473 0.0250275 -0.00884187 -0.0252146 0.999643 ,-0.0206321 -0.0221035 -0.614737 
E 248 244 :0.999583 0.0153957 -0.0244169 -0.0155045 0.999871 -0.00427305 0.024348 0.00464984 0.999693 ,-0.0208476 -0.00669091 -0.785302 
E 248 243 :0.997746 0.0301635 -0.0599426 -0.0315455 0.999255 -0.0222439 0.059227 0.0240847 0.997954 ,-0.00811674 -0.0148844 -0.971695 
E 248 242 :0.996953 0.0448669 -0.0638019 -0.0443696 0.998973 0.00919102 0.0641487 -0.00633216 0.99792 ,0.00543356 -0.0347337 -1.1656 
E 248 241 :0.99908 0.02171 -0.0369721 -0.0212489 0.999692 0.0128201 0.0372391 -0.0120227 0.999234 ,0.0193417 -0.0150362 -1.35218 
E 248 240 :0.99962 0.0179848 -0.0209017 -0.017937 0.999836 0.0024737 0.0209428 -0.00209785 0.999778 ,0.0240371 0.00625294 -1.54748 
E 250 249 :0.998736 0.0302867 -0.0401021 -0.0305408 0.999517 -0.00573874 0.039909 0.00695624 0.999179 ,0.00472083 -0.02763 -0.194847 
E 250 248 :0.999879 0.00848073 -0.0130768 -0.00868307 0.999842 -0.0154949 0.0129434 0.0156065 0.999794 ,0.0197686 -0.0407431 -0.43685 
E 250 247 :0.999662 0.0144257 0.0216378 -0.0140351 0.999738 -0.0180987 -0.0218933 0.0177888 0.999602 ,0.0228408 -0.0155105 -0.619015 
E 250 246 :0.999456 0.0182325 0.0274653 -0.0180117 0.999804 -0.0082635 -0.0276106 0.00776431 0.999589 ,0.0164804 -0.0304944 -0.812342 
E 250 245 :0.999566 0.0292468 -0.00350259 -0.0292126 0.999529 0.00945291 0.00377741 -0.00934649 0.999949 ,0.0069903 -0.0531387 -1.05207 
E 250 244 :0.999012 0.0238126 -0.037523 -0.0245587 0.999507 -0.0195505 0.037039 0.0204527 0.999105 ,0.00913596 -0.0350838 -1.22236 
E 250 242 :0.995617 0.0534163 -0.0767658 -0.0540132 0.998524 -0.00571908 0.076347 0.00984039 0.997033 ,0.0401492 -0.0574577 -1.60268 
E 250 243 :0.996583 0.0383193 -0.073174 -0.0411217 0.998462 -0.0371831 0.0716367 0.0400651 0.996626 ,0.0242333 -0.0404984 -1.40868 
E 253 252 :0.99988 -0.0149032 -0.00423125 0.0149331 0.999863 0.00712073 0.00412455 -0.00718306 0.999966 ,-0.00305274 -0.00681587 -0.203122 
E 253 251 :0.998661 0.00446056 -0.0515311 -0.00282119 0.999489 0.0318423 0.0516468 -0.0316543 0.998164 ,-0.00295145 -0.037831 -0.462724 
E 253 250 :0.989361 0.00706837 -0.145311 -0.00794594 0.999954 -0.00545972 0.145266 0.00655627 0.989371 ,0.0181744 -0.014117 -0.765782 
E 253 249 :0.982096 0.0360186 -0.184908 -0.0386932 0.999192 -0.0108751 0.184367 0.017835 0.982696 ,0.0509632 -0.0407194 -0.958053 
E 249 248 :0.999397 -0.0214431 0.0273137 0.0216942 0.999725 -0.00892864 -0.0271147 0.0095158 0.999587 ,0.00577114 -0.0143345 -0.242332 
E 249 247 :0.997954 -0.0154153 0.0620563 0.0160959 0.999816 -0.0104811 -0.0618833 0.0114585 0.998018 ,0.000798823 0.00971178 -0.424615 
E 249 246 :0.997642 -0.0120155 0.0675756 0.0120751 0.999927 -0.000474296 -0.0675649 0.00128916 0.997714 ,-0.0128114 -0.0068023 -0.617443 
E 249 245 :0.999346 -0.00168959 0.0361201 0.0011014 0.999867 0.0162982 -0.0361428 -0.0162477 0.999215 ,-0.0311653 -0.0313907 -0.856466 
E 249 244 :0.999978 -0.00592699 0.00299474 0.00596757 0.999888 -0.0137275 -0.00291304 0.013745 0.999901 ,-0.03637 -0.0144641 -1.02681 
E 249 243 :0.999438 0.00937602 -0.0321717 -0.0104203 0.999419 -0.0324486 0.0318487 0.0327656 0.998955 ,-0.0285621 -0.020715 -1.21355 
E 249 242 :0.999056 0.0232458 -0.0367036 -0.0233021 0.999728 -0.0011057 0.0366679 0.00195993 0.999326 ,-0.0198905 -0.0385335 -1.40792 
E 257 256 :0.999686 -0.00183296 -0.0250104 0.00274449 0.999331 0.0364606 0.0249268 -0.0365178 0.999022 ,0.0184536 -0.0431857 -0.458076 
E 257 255 :0.993158 -0.00566293 -0.116644 0.00357534 0.99983 -0.0180985 0.116727 0.0175577 0.993009 ,0.0296517 -0.0292249 -0.704762 
E 256 255 :0.995765 -0.00247948 -0.0919048 -0.00251007 0.99853 -0.0541351 0.0919039 0.0541365 0.994295 ,0.00508379 0.0229393 -0.246216 
E 256 254 :0.993297 -0.00799297 -0.115314 0.0059021 0.999812 -0.0184619 0.11544 0.0176576 0.993157 ,0.0639493 0.00379105 -0.638716 
E 256 253 :0.994888 -0.0136452 -0.100059 0.0108956 0.999549 -0.0279753 0.100396 0.0267421 0.994588 ,0.0972469 0.0506433 -0.882748 
E 255 254 :0.999685 -0.00884592 -0.0235046 0.00968011 0.999319 0.0356172 0.0231735 -0.0358335 0.999089 ,0.022592 -0.0405147 -0.394634 
E 255 253 :0.999874 -0.0136387 -0.00815867 0.0138479 0.999562 0.0261574 0.00779835 -0.0262671 0.999625 ,0.0332035 -0.0070249 -0.64287 
E 255 252 :0.999516 -0.0284796 -0.0124862 0.0288807 0.999031 0.0332155 0.0115282 -0.0335601 0.99937 ,0.0319013 -0.0191932 -0.84576 
E 252 251 :0.998712 0.0192549 -0.0469325 -0.0180751 0.999513 0.0254361 0.0473994 -0.024555 0.998574 ,-0.00143262 -0.0291477 -0.259815 
E 252 250 :0.989723 0.022027 -0.141295 -0.023733 0.999664 -0.0104001 0.141018 0.0136465 0.989913 ,0.0187949 -0.00357481 -0.562782 
E 252 249 :0.98216 0.0510089 -0.180995 -0.0546486 0.99839 -0.0151766 0.17993 0.024797 0.983367 ,0.0503894 -0.0292811 -0.755376 
E 252 248 :0.987582 0.028212 -0.154549 -0.0325449 0.999143 -0.0255773 0.153695 0.0302894 0.987654 ,0.0991873 -0.0402301 -0.992994 
E 262 261 :0.998582 0.00322097 0.0531408 -0.00294731 0.999982 -0.00522734 -0.0531567 0.0050633 0.998573 ,-0.000330326 -0.0160652 -0.553245 
E 262 260 :0.99548 -0.00748998 0.094677 0.00601351 0.999856 0.0158705 -0.0947822 -0.0152295 0.995382 ,-0.0284677 -0.038479 -0.945814 
E 262 259 :0.997184 -0.0127457 0.0738992 0.0116599 0.999818 0.0151057 -0.0740783 -0.0142015 0.997151 ,-0.0513571 -0.0271585 -1.39069 
E 420 417 :0.997939 0.0121604 0.0630043 -0.013891 0.999536 0.0271037 -0.0626455 -0.0279231 0.997645 ,-0.222282 -0.334307 -1.92768 
E 420 416 :0.998927 0.0429017 0.0174648 -0.0432238 0.998894 0.0185036 -0.0166517 -0.0192386 0.999676 ,-0.360589 -0.443587 -2.53529 
E 420 415 :0.904598 0.108622 0.412194 -0.112304 0.993555 -0.0153629 -0.411206 -0.0323936 0.910967 ,-0.480385 -0.567506 -3.10669 
E 420 414 :0.788758 0.158848 0.593825 -0.163831 0.985416 -0.0459876 -0.59247 -0.0610136 0.803279 ,-0.77685 -0.666975 -3.62792 
E 420 413 :0.64137 0.155862 0.751233 -0.170862 0.983575 -0.0581928 -0.747964 -0.0910338 0.657467 ,-1.0087 -0.711988 -3.91218 
E 261 260 :0.999089 -0.00961669 0.0415847 0.0087399 0.999737 0.0212151 -0.0417778 -0.0208323 0.99891 ,-0.00716372 -0.0244917 -0.393387 
E 261 259 :0.999673 -0.0149195 0.0207446 0.0144966 0.999687 0.0203924 -0.0210423 -0.020085 0.999577 ,-0.00640558 -0.0154977 -0.838909 
E 261 258 :0.999906 -0.0128505 0.00475015 0.0126742 0.999291 0.035446 -0.00520229 -0.0353825 0.99936 ,0.00773565 -0.0378906 -1.03823 
E 259 258 :0.999873 0.00238447 -0.0157664 -0.00214336 0.999881 0.0152919 0.015801 -0.0152561 0.999759 ,0.0180062 -0.0185934 -0.199402 
E 259 257 :0.999183 -0.0123323 0.0384784 0.0125537 0.999906 -0.00551624 -0.0384068 0.00599478 0.999244 ,0.0491969 -0.00817437 -0.63996 
E 259 256 :0.999794 -0.0155607 0.0130012 0.0151564 0.999416 0.0306324 -0.0134703 -0.030429 0.999446 ,0.0505419 -0.0485974 -1.09866 
E 273 272 :0.997226 -0.0255044 0.0699301 0.024853 0.999639 0.0101693 -0.0701643 -0.00840311 0.9975 ,0.0169966 0.00650902 -0.635259 
E 273 271 :0.999819 -0.00728637 -0.0175674 0.00678258 0.999569 -0.0285685 0.017768 0.0284442 0.999437 ,-0.00144766 -0.0187784 -1.24897 
E 273 269 :0.995632 -0.0285051 0.088902 0.0266722 0.999408 0.0217383 -0.089469 -0.0192721 0.995803 ,-0.0156656 -0.0662589 -2.20613 
E 273 268 :0.999016 0.00273699 0.0442663 -0.00381574 0.999697 0.0243034 -0.0441864 -0.0244484 0.998724 ,-0.0373523 -0.0727333 -2.81854 
E 272 271 :0.995967 0.0155804 -0.0883535 -0.018869 0.999155 -0.0365086 0.0877101 0.0380285 0.99542 ,0.0240388 -0.0196508 -0.613722 
E 272 269 :0.999811 -0.00223551 0.0193258 0.00202132 0.999936 0.0110952 -0.0193494 -0.011054 0.999752 ,0.0758386 -0.0587084 -1.56996 
E 272 268 :0.99925 0.0292903 -0.0253272 -0.0289224 0.999472 0.0147733 0.0257466 -0.0140297 0.99957 ,0.0970206 -0.0594813 -2.18243 
E 272 267 :0.999564 0.00683789 0.0287105 -0.00692267 0.999972 0.00285456 -0.0286901 -0.00305207 0.999584 ,0.0898434 -0.074941 -2.78255 
E 264 263 :0.99138 0.00875814 0.130723 -0.00997656 0.999913 0.00866864 -0.130635 -0.00989808 0.991381 ,-0.0167115 -0.0213456 -0.578008 
E 264 262 :0.993745 -0.0173705 0.110315 0.0144814 0.999532 0.0269365 -0.110732 -0.0251705 0.993532 ,-0.126001 -0.0569791 -1.16148 
E 264 261 :0.986523 -0.0136108 0.163057 0.0100831 0.999697 0.0224427 -0.163313 -0.0204961 0.986361 ,-0.187082 -0.087944 -1.71071 
E 266 265 :0.994976 -0.00175779 0.100096 -0.00064915 0.999712 0.0240086 -0.100109 -0.023953 0.994688 ,-0.0370841 -0.0126719 -0.595198 
E 266 264 :0.996287 0.0165471 0.0844931 -0.0173767 0.999808 0.00909343 -0.0843264 -0.0105279 0.996383 ,-0.115428 -0.0394523 -1.16994 
E 266 263 :0.976496 0.0244349 0.214146 -0.0283895 0.999478 0.0154105 -0.213657 -0.0211278 0.97668 ,-0.181268 -0.0657595 -1.74422 
E 266 262 :0.980938 -0.00289338 0.194298 -0.00379634 0.999413 0.034049 -0.194282 -0.0341376 0.980351 ,-0.340041 -0.104793 -2.31599 
E 266 261 :0.969227 0.00125004 0.246164 -0.00854646 0.999555 0.0285744 -0.246019 -0.0297989 0.968807 ,-0.447813 -0.139685 -2.85775 
E 263 262 :0.9995 -0.0239045 -0.0206945 0.0242796 0.999542 0.0180662 0.0202532 -0.0185596 0.999623 ,-0.0317699 -0.0308122 -0.59304 
E 263 261 :0.999253 -0.0207895 0.0325742 0.0203388 0.999694 0.0141057 -0.0328575 -0.0134327 0.99937 ,-0.0202669 -0.0568731 -1.14578 
E 263 260 :0.9968 -0.0310721 0.0736513 0.0284682 0.998941 0.0361448 -0.0746964 -0.0339324 0.996629 ,-0.0397304 -0.087052 -1.53836 
E 263 259 :0.99794 -0.0363456 0.0528656 0.0345275 0.998794 0.0349078 -0.0540706 -0.0330106 0.997991 ,-0.0536723 -0.0843298 -1.98375 
